armSkuName;numberOfCores;osDiskSizeInMB;memoryInMB;maxDataDiskCount;meterName
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_D32s_v3;32;1047552;131072;32;D32s v3 Low Priority
Standard_D32s_v3;32;1047552;131072;32;D32s v3 Low Priority
Standard_D32s_v3;32;1047552;131072;32;D32s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D32s_v3;32;1047552;131072;32;D32s v3 Low Priority
Standard_D32s_v3;32;1047552;131072;32;D32s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D32s_v3;32;1047552;131072;32;D32s v3 Low Priority
Standard_D32s_v3;32;1047552;131072;32;D32s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_DS3_v2;4;1047552;14336;16;DS3 v2 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_D48s_v3;48;1047552;196608;32;D48s v3 Low Priority
Standard_D48s_v3;48;1047552;196608;32;D48s v3 Low Priority
Standard_M64ms;64;1047552;1792000;64;M64ms Low Priority
Standard_M64ms;64;1047552;1792000;64;M64ms Low Priority
Standard_M64ms;64;1047552;1792000;64;M64ms Low Priority
Standard_M64ms;64;1047552;1792000;64;M64ms Low Priority
Standard_M64ms;64;1047552;1792000;64;M64ms Low Priority
Standard_M64ms;64;1047552;1792000;64;M64ms Low Priority
Standard_M64ms;64;1047552;1792000;64;M64ms Low Priority
Standard_M64ms;64;1047552;1792000;64;M64ms Low Priority
Standard_M64ms;64;1047552;1792000;64;M64ms Low Priority
Standard_M64ms;64;1047552;1792000;64;M64ms Low Priority
Standard_M64ms;64;1047552;1792000;64;M64ms Low Priority
Standard_M64ms;64;1047552;1792000;64;M64ms Low Priority
Standard_M64ms;64;1047552;1792000;64;M64ms Low Priority
Standard_M64ms;64;1047552;1792000;64;M64ms Low Priority
Standard_M64ms;64;1047552;1792000;64;M64ms Low Priority
Standard_M64ms;64;1047552;1792000;64;M64ms Low Priority
Standard_M64ms;64;1047552;1792000;64;M64ms Low Priority
Standard_D32s_v3;32;1047552;131072;32;D32s v3 Low Priority
Standard_D32s_v3;32;1047552;131072;32;D32s v3 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_M64s;64;1047552;1048576;64;M64s Spot
Standard_M64s;64;1047552;1048576;64;M64s Spot
Standard_M64s;64;1047552;1048576;64;M64s Spot
Standard_M64s;64;1047552;1048576;64;M64s Spot
Standard_M64s;64;1047552;1048576;64;M64s Spot
Standard_M64s;64;1047552;1048576;64;M64s Spot
Standard_M64s;64;1047552;1048576;64;M64s Spot
Standard_M64s;64;1047552;1048576;64;M64s Spot
Standard_M64s;64;1047552;1048576;64;M64s Spot
Standard_M64s;64;1047552;1048576;64;M64s Spot
Standard_M64s;64;1047552;1048576;64;M64s Spot
Standard_M64s;64;1047552;1048576;64;M64s Spot
Standard_M64s;64;1047552;1048576;64;M64s Spot
Standard_M64s;64;1047552;1048576;64;M64s Spot
Standard_M64s;64;1047552;1048576;64;M64s Spot
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D16s_v3;16;1047552;65536;32;D16s v3 Spot
Standard_D16s_v3;16;1047552;65536;32;D16s v3 Spot
Standard_D16s_v3;16;1047552;65536;32;D16s v3 Spot
Standard_D16s_v3;16;1047552;65536;32;D16s v3 Spot
Standard_D16s_v3;16;1047552;65536;32;D16s v3 Spot
Standard_D16s_v3;16;1047552;65536;32;D16s v3 Spot
Standard_D16s_v3;16;1047552;65536;32;D16s v3 Spot
Standard_D16s_v3;16;1047552;65536;32;D16s v3 Spot
Standard_D16s_v3;16;1047552;65536;32;D16s v3 Spot
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_M208s_v2;208;1047552;2918400;64;M208s v2 Spot
Standard_M208s_v2;208;1047552;2918400;64;M208s v2 Spot
Standard_M208s_v2;208;1047552;2918400;64;M208s v2 Spot
Standard_M208s_v2;208;1047552;2918400;64;M208s v2 Spot
Standard_M208s_v2;208;1047552;2918400;64;M208s v2 Spot
Standard_M208s_v2;208;1047552;2918400;64;M208s v2 Spot
Standard_M208s_v2;208;1047552;2918400;64;M208s v2 Spot
Standard_M208s_v2;208;1047552;2918400;64;M208s v2 Spot
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_D4as_v4;4;1047552;16384;8;D4as v4
Standard_D4as_v4;4;1047552;16384;8;D4as v4
Standard_D4as_v4;4;1047552;16384;8;D4as v4
Standard_D4as_v4;4;1047552;16384;8;D4as v4
Standard_D4as_v4;4;1047552;16384;8;D4as v4
Standard_B4ms;4;1047552;16384;8;B4ms
Standard_B4ms;4;1047552;16384;8;B4ms
Standard_B4ms;4;1047552;16384;8;B4ms
Standard_D8as_v4;8;1047552;32768;16;D8as v4 Low Priority
Standard_D8as_v4;8;1047552;32768;16;D8as v4 Low Priority
Standard_D8s_v5;8;1047552;32768;16;D8s v5 Low Priority
Standard_D8s_v5;8;1047552;32768;16;D8s v5 Low Priority
Standard_D4s_v3;4;1047552;16384;8;D4s v3 Spot
Standard_E4ds_v5;4;1047552;32768;8;E4ds v5 Low Priority
Standard_E4ds_v5;4;1047552;32768;8;E4ds v5 Low Priority
Standard_E4ds_v5;4;1047552;32768;8;E4ds v5 Low Priority
Standard_E4ds_v5;4;1047552;32768;8;E4ds v5 Low Priority
Standard_E4ds_v5;4;1047552;32768;8;E4ds v5 Low Priority
Standard_E8ds_v5;8;1047552;65536;16;E8ds v5 Low Priority
Standard_E8ds_v5;8;1047552;65536;16;E8ds v5 Low Priority
Standard_E8ds_v5;8;1047552;65536;16;E8ds v5 Low Priority
Standard_E8ds_v5;8;1047552;65536;16;E8ds v5 Low Priority
Standard_E4ds_v5;4;1047552;32768;8;E4ds v5 Low Priority
Standard_E4ds_v5;4;1047552;32768;8;E4ds v5 Low Priority
Standard_D2as_v4;2;1047552;8192;4;D2as v4 Spot
Standard_D8s_v4;8;1047552;32768;16;D8s v4 Low Priority
Standard_D8s_v4;8;1047552;32768;16;D8s v4 Low Priority
Standard_D8s_v4;8;1047552;32768;16;D8s v4 Low Priority
Standard_D8s_v4;8;1047552;32768;16;D8s v4 Low Priority
Standard_D8s_v4;8;1047552;32768;16;D8s v4 Low Priority
Standard_D8s_v4;8;1047552;32768;16;D8s v4 Low Priority
Standard_F4s_v2;4;1047552;8192;8;F4s v2 Low Priority
Standard_F4s_v2;4;1047552;8192;8;F4s v2 Low Priority
Standard_F8s_v2;8;1047552;16384;16;F8s v2 Spot
Standard_D4as_v4;4;1047552;16384;8;D4as v4
Standard_DS3_v2;4;1047552;14336;16;DS3 v2 Low Priority
Standard_B2ms;2;1047552;8192;4;B2ms
Standard_B2ms;2;1047552;8192;4;B2ms
Standard_D2as_v4;2;1047552;8192;4;D2as v4 Spot
Standard_D8as_v4;8;1047552;32768;16;D8as v4 Low Priority
Standard_D16as_v4;16;1047552;65536;32;D16as v4 Low Priority
Standard_D16as_v4;16;1047552;65536;32;D16as v4 Low Priority
Standard_B8ms;8;1047552;32768;16;B8ms
Standard_D2as_v4;2;1047552;8192;4;D2as v4 Spot
Standard_D2as_v4;2;1047552;8192;4;D2as v4 Spot
Standard_D8as_v4;8;1047552;32768;16;D8as v4 Low Priority
Standard_D8as_v4;8;1047552;32768;16;D8as v4 Low Priority
Standard_D8as_v4;8;1047552;32768;16;D8as v4 Low Priority
Standard_D8as_v4;8;1047552;32768;16;D8as v4 Low Priority
Standard_D8as_v4;8;1047552;32768;16;D8as v4 Low Priority
Standard_D4as_v4;4;1047552;16384;8;D4as v4
Standard_D4as_v4;4;1047552;16384;8;D4as v4
Standard_D4as_v4;4;1047552;16384;8;D4as v4
Standard_D4as_v4;4;1047552;16384;8;D4as v4
Standard_D4as_v4;4;1047552;16384;8;D4as v4
Standard_D4as_v4;4;1047552;16384;8;D4as v4
Standard_D4as_v4;4;1047552;16384;8;D4as v4
Standard_D4as_v4;4;1047552;16384;8;D4as v4
Standard_D32as_v4;32;1047552;131072;32;D32as v4
Standard_D32as_v4;32;1047552;131072;32;D32as v4
Standard_D3_v2;4;1047552;14336;16;D3 v2/DS3 v2 Low Priority
Standard_D3_v2;4;1047552;14336;16;D3 v2/DS3 v2 Low Priority
Standard_D3_v2;4;1047552;14336;16;D3 v2/DS3 v2 Low Priority
Standard_D3_v2;4;1047552;14336;16;D3 v2/DS3 v2 Low Priority
Standard_D3_v2;4;1047552;14336;16;D3 v2/DS3 v2 Low Priority
Standard_D3_v2;4;1047552;14336;16;D3 v2/DS3 v2 Low Priority
Standard_D3_v2;4;1047552;14336;16;D3 v2/DS3 v2 Low Priority
Standard_D3_v2;4;1047552;14336;16;D3 v2/DS3 v2 Low Priority
Standard_D3_v2;4;1047552;14336;16;D3 v2/DS3 v2 Low Priority
Standard_D3_v2;4;1047552;14336;16;D3 v2/DS3 v2 Low Priority
Standard_D3_v2;4;1047552;14336;16;D3 v2/DS3 v2 Low Priority
Standard_D3_v2;4;1047552;14336;16;D3 v2/DS3 v2 Low Priority
Standard_D3_v2;4;1047552;14336;16;D3 v2/DS3 v2 Low Priority
Standard_DS3_v2;4;1047552;14336;16;DS3 v2 Low Priority
Standard_B4ms;4;1047552;16384;8;B4ms
Standard_D4s_v5;4;1047552;16384;8;D4s v5 Low Priority
Standard_D4s_v5;4;1047552;16384;8;D4s v5 Low Priority
Standard_DS3_v2;4;1047552;14336;16;DS3 v2 Low Priority
Standard_F8s_v2;8;1047552;16384;16;F8s v2 Spot
Standard_D4as_v4;4;1047552;16384;8;D4as v4
Standard_D2as_v4;2;1047552;8192;4;D2as v4 Spot
Standard_E48ds_v5;48;1047552;393216;32;E48ds v5 Spot
Standard_E48ds_v5;48;1047552;393216;32;E48ds v5 Spot
Standard_E48ds_v5;48;1047552;393216;32;E48ds v5 Spot
Standard_E48ds_v5;48;1047552;393216;32;E48ds v5 Spot
Standard_E48ds_v5;48;1047552;393216;32;E48ds v5 Spot
Standard_E48ds_v5;48;1047552;393216;32;E48ds v5 Spot
Standard_E48ds_v5;48;1047552;393216;32;E48ds v5 Spot
Standard_E48ds_v5;48;1047552;393216;32;E48ds v5 Spot
Standard_E48ds_v5;48;1047552;393216;32;E48ds v5 Spot
Standard_E48ds_v5;48;1047552;393216;32;E48ds v5 Spot
Standard_E48ds_v5;48;1047552;393216;32;E48ds v5 Spot
Standard_E48ds_v5;48;1047552;393216;32;E48ds v5 Spot
Standard_E48ds_v5;48;1047552;393216;32;E48ds v5 Spot
Standard_E48ds_v5;48;1047552;393216;32;E48ds v5 Spot
Standard_E48ds_v5;48;1047552;393216;32;E48ds v5 Spot
Standard_E48ds_v5;48;1047552;393216;32;E48ds v5 Spot
Standard_E48ds_v5;48;1047552;393216;32;E48ds v5 Spot
Standard_E48ds_v5;48;1047552;393216;32;E48ds v5 Spot
Standard_E48ds_v5;48;1047552;393216;32;E48ds v5 Spot
Standard_E48ds_v5;48;1047552;393216;32;E48ds v5 Spot
Standard_E48ds_v5;48;1047552;393216;32;E48ds v5 Spot
Standard_E48ds_v5;48;1047552;393216;32;E48ds v5 Spot
Standard_E48ds_v5;48;1047552;393216;32;E48ds v5 Spot
Standard_E32ds_v5;32;1047552;262144;32;E32ds v5 Low Priority
Standard_E48ds_v5;48;1047552;393216;32;E48ds v5 Spot
Standard_E48ds_v5;48;1047552;393216;32;E48ds v5 Spot
Standard_E48ds_v5;48;1047552;393216;32;E48ds v5 Spot
Standard_E48ds_v5;48;1047552;393216;32;E48ds v5 Spot
Standard_E48ds_v5;48;1047552;393216;32;E48ds v5 Spot
Standard_E48ds_v5;48;1047552;393216;32;E48ds v5 Spot
Standard_E48ds_v5;48;1047552;393216;32;E48ds v5 Spot
Standard_E48ds_v5;48;1047552;393216;32;E48ds v5 Spot
Standard_E48ds_v5;48;1047552;393216;32;E48ds v5 Spot
Standard_E48ds_v5;48;1047552;393216;32;E48ds v5 Spot
Standard_E48ds_v5;48;1047552;393216;32;E48ds v5 Spot
Standard_E48ds_v5;48;1047552;393216;32;E48ds v5 Spot
Standard_E48ds_v5;48;1047552;393216;32;E48ds v5 Spot
Standard_E48ds_v5;48;1047552;393216;32;E48ds v5 Spot
Standard_E48ds_v5;48;1047552;393216;32;E48ds v5 Spot
Standard_E48ds_v5;48;1047552;393216;32;E48ds v5 Spot
Standard_E48ds_v5;48;1047552;393216;32;E48ds v5 Spot
Standard_E48ds_v5;48;1047552;393216;32;E48ds v5 Spot
Standard_E48ds_v5;48;1047552;393216;32;E48ds v5 Spot
Standard_E48ds_v5;48;1047552;393216;32;E48ds v5 Spot
Standard_E48ds_v5;48;1047552;393216;32;E48ds v5 Spot
Standard_E48ds_v5;48;1047552;393216;32;E48ds v5 Spot
Standard_E48ds_v5;48;1047552;393216;32;E48ds v5 Spot
Standard_E48ds_v5;48;1047552;393216;32;E48ds v5 Spot
Standard_E48ds_v5;48;1047552;393216;32;E48ds v5 Spot
Standard_E48ds_v5;48;1047552;393216;32;E48ds v5 Spot
Standard_E48ds_v5;48;1047552;393216;32;E48ds v5 Spot
Standard_E48ds_v5;48;1047552;393216;32;E48ds v5 Spot
Standard_E8s_v3;8;1047552;65536;16;E8s v3
Standard_E8s_v3;8;1047552;65536;16;E8s v3
Standard_D4as_v4;4;1047552;16384;8;D4as v4
Standard_D4as_v4;4;1047552;16384;8;D4as v4
Standard_D4as_v4;4;1047552;16384;8;D4as v4
Standard_D8as_v4;8;1047552;32768;16;D8as v4 Low Priority
Standard_D8as_v4;8;1047552;32768;16;D8as v4 Low Priority
Standard_D8as_v4;8;1047552;32768;16;D8as v4 Low Priority
Standard_D8as_v4;8;1047552;32768;16;D8as v4 Low Priority
Standard_DS3_v2;4;1047552;14336;16;DS3 v2 Low Priority
Standard_B4ms;4;1047552;16384;8;B4ms
Standard_E8s_v3;8;1047552;65536;16;E8s v3
Standard_E8s_v3;8;1047552;65536;16;E8s v3
Standard_E8s_v3;8;1047552;65536;16;E8s v3
Standard_D4as_v4;4;1047552;16384;8;D4as v4
Standard_D4as_v4;4;1047552;16384;8;D4as v4
Standard_D8as_v4;8;1047552;32768;16;D8as v4 Low Priority
Standard_D8as_v4;8;1047552;32768;16;D8as v4 Low Priority
Standard_B8ms;8;1047552;32768;16;B8ms
Standard_D8s_v5;8;1047552;32768;16;D8s v5 Low Priority
Standard_D8s_v5;8;1047552;32768;16;D8s v5 Low Priority
Standard_D8s_v5;8;1047552;32768;16;D8s v5 Low Priority
Standard_D8s_v5;8;1047552;32768;16;D8s v5 Low Priority
Standard_D8s_v5;8;1047552;32768;16;D8s v5 Low Priority
Standard_D8s_v5;8;1047552;32768;16;D8s v5 Low Priority
Standard_D8s_v5;8;1047552;32768;16;D8s v5 Low Priority
Standard_D8s_v5;8;1047552;32768;16;D8s v5 Low Priority
Standard_D16s_v5;16;1047552;65536;32;D16s v5
Standard_D16s_v5;16;1047552;65536;32;D16s v5
Standard_D16s_v5;16;1047552;65536;32;D16s v5
Standard_D16s_v5;16;1047552;65536;32;D16s v5
Standard_B2s;2;1047552;4096;4;B2s
Standard_B2ms;2;1047552;8192;4;B2ms
Standard_B2s;2;1047552;4096;4;B2s
Standard_B2ms;2;1047552;8192;4;B2ms
Standard_B2ms;2;1047552;8192;4;B2ms
Standard_B2ms;2;1047552;8192;4;B2ms
Standard_B2ms;2;1047552;8192;4;B2ms
Standard_B2ms;2;1047552;8192;4;B2ms
Standard_B2ms;2;1047552;8192;4;B2ms
Standard_B2s;2;1047552;4096;4;B2s
Standard_B2ms;2;1047552;8192;4;B2ms
Standard_B2s;2;1047552;4096;4;B2s
Standard_B2s;2;1047552;4096;4;B2s
Standard_DS3_v2;4;1047552;14336;16;DS3 v2 Low Priority
Standard_DS3_v2;4;1047552;14336;16;DS3 v2 Low Priority
Standard_DS3_v2;4;1047552;14336;16;DS3 v2 Low Priority
Standard_B4ms;4;1047552;16384;8;B4ms
Standard_B2ms;2;1047552;8192;4;B2ms
Standard_B4ms;4;1047552;16384;8;B4ms
Standard_B2ms;2;1047552;8192;4;B2ms
Standard_B2ms;2;1047552;8192;4;B2ms
Standard_B2s;2;1047552;4096;4;B2s
Standard_B4ms;4;1047552;16384;8;B4ms
Standard_F4s_v2;4;1047552;8192;8;F4s v2 Low Priority
Standard_B2ms;2;1047552;8192;4;B2ms
Standard_B2ms;2;1047552;8192;4;B2ms
Standard_B2ms;2;1047552;8192;4;B2ms
Standard_B2ms;2;1047552;8192;4;B2ms
Standard_F4s;4;1047552;8192;16;F4s
Standard_B4ms;4;1047552;16384;8;B4ms
Standard_B2ms;2;1047552;8192;4;B2ms
Standard_E2as_v4;2;1047552;16384;4;E2as v4 Spot
Standard_B2ms;2;1047552;8192;4;B2ms
Standard_B2ms;2;1047552;8192;4;B2ms
Standard_B2ms;2;1047552;8192;4;B2ms
Standard_B2ms;2;1047552;8192;4;B2ms
Standard_F8s_v2;8;1047552;16384;16;F8s v2 Spot
Standard_B2ms;2;1047552;8192;4;B2ms
Standard_B2ms;2;1047552;8192;4;B2ms
Standard_B2ms;2;1047552;8192;4;B2ms
Standard_B2ms;2;1047552;8192;4;B2ms
Standard_B2ms;2;1047552;8192;4;B2ms
Standard_B2ms;2;1047552;8192;4;B2ms
Standard_B2ms;2;1047552;8192;4;B2ms
Standard_B2ms;2;1047552;8192;4;B2ms
Standard_D2s_v3;2;1047552;8192;4;D2s v3
Standard_D2s_v3;2;1047552;8192;4;D2s v3
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_B4ms;4;1047552;16384;8;B4ms
Standard_B8ms;8;1047552;32768;16;B8ms
Standard_B8ms;8;1047552;32768;16;B8ms
Standard_B2ms;2;1047552;8192;4;B2ms
Standard_B2ms;2;1047552;8192;4;B2ms
Standard_E2as_v4;2;1047552;16384;4;E2as v4 Spot
Standard_F16s_v2;16;1047552;32768;32;F16s v2 Low Priority
Standard_D2as_v4;2;1047552;8192;4;D2as v4 Spot
Standard_B4ms;4;1047552;16384;8;B4ms
Standard_D4s_v3;4;1047552;16384;8;D4s v3 Spot
Standard_D4s_v3;4;1047552;16384;8;D4s v3 Spot
Standard_D4s_v3;4;1047552;16384;8;D4s v3 Spot
Standard_B2ms;2;1047552;8192;4;B2ms
Standard_D2s_v3;2;1047552;8192;4;D2s v3
Standard_B2ms;2;1047552;8192;4;B2ms
Standard_B4ms;4;1047552;16384;8;B4ms
Standard_D2as_v4;2;1047552;8192;4;D2as v4 Spot
Standard_F32s_v2;32;1047552;65536;32;F32s v2 Low Priority
Standard_B4ms;4;1047552;16384;8;B4ms
Standard_B2ms;2;1047552;8192;4;B2ms
Standard_D4s_v3;4;1047552;16384;8;D4s v3 Spot
